rho,error_N2,error_N3,error_N4,error_N5,error_N6,error_N7,error_N8,error_N9,error_N10,error_N11,error_N12,error_N13,error_N14,error_N15,error_N16,error_N17,error_N18,error_N19
1.7999999999999994e-01,1.4233434486094612e-02,3.4384057872131196e-03,5.9005233921802236e-04,1.7347920342627998e-04,2.6144117393706034e-04,1.8671795062878693e-04,1.0262467722546575e-04,4.5327131625999550e-05,1.2919721787310601e-05,1.8439293635041931e-06,7.4157025163473778e-06,7.6647377155319996e-06,6.5233490333105326e-06,4.3865679102972344e-06,2.9734231527522859e-06,1.4269814812700732e-06,8.2459289438285843e-07,2.2648763697841190e-08
1.9999999999999996e-01,1.5767580116611724e-02,3.4894097740426899e-03,5.7750077939219824e-04,1.8358715477734266e-04,2.6235493996684678e-04,1.8373234913998671e-04,9.9482450397370137e-05,4.3283379689701418e-05,1.2059975306205617e-05,1.9247881537232114e-06,7.0605601773798821e-06,7.1947977524911000e-06,6.0559183769626213e-06,4.0356673467745185e-06,2.7128135634546524e-06,1.2872526365947934e-06,7.4018403958819867e-07,1.2048545577902914e-08
2.1999999999999997e-01,1.7299194307161314e-02,3.4879530131909364e-03,5.5766479838625926e-04,1.9178483812243297e-04,2.6032763841887796e-04,1.7877304645402825e-04,9.5350219494944044e-05,4.0859556482697457e-05,1.1120466660713424e-05,1.9728645049843507e-06,6.6480589948347824e-06,6.6788744332579864e-06,5.5594872858388822e-06,3.6714765617451572e-06,2.4473065563523910e-06,1.1480951181974675e-06,6.5687351599730270e-07,3.2209911404734726e-09
2.3999999999999999e-01,1.8829613989229832e-02,3.4372560140155661e-03,5.3228765692964197e-04,1.9813742718627347e-04,2.5586686865061714e-04,1.7229907504465181e-04,9.0515898674037309e-05,3.8196274663948593e-05,1.0146194969307132e-05,1.9910701543612852e-06,6.2010750825347571e-06,6.1418655983858095e-06,5.0557367320125390e-06,3.3086478907762285e-06,2.1868119919887796e-06,1.0141656543727340e-06,5.7731528299576063e-07,3.8472356966856580e-09
2.6000000000000001e-01,2.0360017237583627e-02,3.3403773600713949e-03,5.0295441048961442e-04,2.0272992077202678e-04,2.4942094755087130e-04,1.6469919268277677e-04,8.5215546799854991e-05,3.5404933335703159e-05,9.1710634858022111e-06,1.9827717589182559e-06,5.7374475282145898e-06,5.6024006146182526e-06,4.5603095706892027e-06,2.9573978559127578e-06,1.9380016283154777e-06,8.8842472423245056e-07,5.0314874996959524e-07,9.2746993696213309e-09
2.8000000000000003e-01,2.1891433162659152e-02,3.2002197988799386e-03,4.7110017762236334e-04,2.0566403647104270e-04,2.4138418570013309e-04,1.5630054721627040e-04,7.9640900302546669e-05,3.2572566212335508e-05,8.2199934549609388e-06,1.9515446134377168e-06,5.2708802136813837e-06,5.0741011154986637e-06,4.0841279987935408e-06,2.6245398430102540e-06,1.7051052683680901e-06,7.7258547612202300e-07,4.3527550350197508e-07,1.3238271784343780e-08
3.0000000000000004e-01,2.3424751577609232e-02,3.0195364135700842e-03,4.3801852786479190e-04,2.0705529603831652e-04,2.3210182282884517e-04,1.4737645838280855e-04,7.3945976924810752e-05,2.9766000980369078e-05,7.3106948791368254e-06,1.9009890435683907e-06,4.8117010447157327e-06,4.5666182031667280e-06,3.6344585893355319e-06,2.3143062547748006e-06,1.4905364226214246e-06,6.6745992144401356e-07,3.7407104361286692e-07,1.5940888914434126e-08
3.2000000000000006e-01,2.4960732398138119e-02,2.8009368204311436e-03,4.0486988172991345e-04,2.0703031455926446e-04,2.2187462803982538e-04,1.3815338521760978e-04,6.8252845746880064e-05,2.7035413677711784e-05,6.4551427287895535e-06,1.8345974455713510e-06,4.3674989759212579e-06,4.0864821456987332e-06,3.2157689137668477e-06,2.0289993060695899e-06,1.2953807285998042e-06,5.7322380753177526e-07,3.1954538318168524e-07,1.7590059742111919e-08
3.4000000000000008e-01,2.6500014742348366e-02,2.5468933446933517e-03,3.7268983473148776e-04,2.0572430011403520e-04,2.1096317366958717e-04,1.2881714557144708e-04,6.2656651758197235e-05,2.4417353850864076e-05,5.6608011886616350e-06,1.7556617893654813e-06,3.9436566345307789e-06,3.6377952856714302e-06,2.8304127024092463e-06,1.7695028557973558e-06,1.1197743881585787e-06,4.8961740911623863e-07,2.7146367923003289e-07,1.8384238825719379e-08
3.6000000000000010e-01,2.8043125705528804e-02,2.2597471343077657e-03,3.4239733414256901e-04,2.0327876614778528e-04,1.9959179421608075e-04,1.1951845154659080e-04,5.7229976297035190e-05,2.1937308488206853e-05,4.9316333110560606e-06,1.6672130939698881e-06,3.5437939926996620e-06,3.2227942891316363e-06,2.4791745399099785e-06,1.5356820275147509e-06,9.6319489190088703e-07,4.1609613385396038e-07,2.2943575453404641e-07,1.8504802218322070e-08
3.7999999999999989e-01,2.9590488791393643e-02,1.9417141781399583e-03,3.1480265165290122e-04,1.9983945510418377e-04,1.8795224355319662e-04,1.1037782150274955e-04,5.2026607836402894e-05,1.9611865467894507e-05,4.2689286232355794e-06,1.5719858337814863e-06,3.1701364126557330e-06,2.8423038950786683e-06,2.1616998691076361e-06,1.3266926434662984e-06,8.2468213175035388e-07,3.5194202591126711e-07,1.9298159631420120e-07,1.8111925320640765e-08
3.9999999999999991e-01,3.1142431986956154e-02,1.5948912008349470e-03,2.9061510756422937e-04,1.9555446901686757e-04,1.7620706481341619e-04,1.0148992591640926e-04,4.7084790956386513e-05,1.7450530573281942e-05,3.6719769586635032e-06,1.4724014274491992e-06,2.8238186489670802e-06,2.4961008588397782e-06,1.8768318189588129e-06,1.1412184975911899e-06,7.0300456772587339e-07,2.9634502318742761e-07,1.6157841858932542e-07,1.7343159963711940e-08
4.1999999999999993e-01,3.2699195472929821e-02,1.2212614118763399e-03,2.7045051274815490e-04,1.9057260042565360e-04,1.6449268809221040e-04,9.2927420758226464e-05,4.2430015085026529e-05,1.5457245886585369e-05,3.1386129952792885e-06,1.3705660885099391e-06,2.5051346947413400e-06,2.1832038880620352e-06,1.6228726138489691e-06,9.7765122009096928e-07,5.9678231045801056e-07,2.4846100349362743e-07,1.3469367776686170e-07,1.6313732198458553e-08
4.3999999999999995e-01,3.4260938965677445e-02,8.2270009087043183e-04,2.5483830366673788e-04,1.8504185531559303e-04,1.5292227140029091e-04,8.4744318458007672e-05,3.8077398578584276e-05,1.3631651775314335e-05,2.6656525257684471e-06,1.2682791345475231e-06,2.2137420567225341e-06,1.9021027782839539e-06,1.3977843030810178e-06,8.3422469299154756e-07,5.0457661909808493e-07,2.0745211964934285e-07,1.1180754078132793e-07,1.5117959384358670e-08
4.5999999999999996e-01,3.5827748690057781e-02,4.0097999518950989e-04,2.4422835332682524e-04,1.7910815843336092e-04,1.4158830043570214e-04,7.6978942842920173e-05,3.4033718199155683e-05,1.1970129508931393e-05,2.2492385808869919e-06,1.1670486848580630e-06,1.9488277422374800e-06,1.6509378581996970e-06,1.1993408782218218e-06,7.0911376603977061e-07,4.2495346808113510e-07,1.7251382222749356e-07,9.2427447195841950e-08,1.3831263356856027e-08
4.7999999999999998e-01,3.7399643985410236e-02,4.2223420414599921e-05,2.3899744746735951e-04,1.7291423047582910e-04,1.3056496253488481e-04,6.9656510887694534e-05,3.0299128835398204e-05,1.0466656922281103e-05,1.8851128512076265e-06,1.0681122779576668e-06,1.7092421978337491e-06,1.4276389975198533e-06,1.0252416797196240e-06,6.0050509015363573e-07,3.5652719126977317e-07,1.4289194644190317e-07,7.6096868195651979e-08,1.2512459457436620e-08
5.0000000000000000e-01,3.8976583549308053e-02,5.0532697958749484e-04,2.3945542060777036e-04,1.6659862608647824e-04,1.1991030980895712e-04,6.2791380673665742e-05,2.6868613495656390e-05,9.1135054366975332e-06,1.5688255348145219e-06,9.7246045788201840e-07,1.4936065699799883e-06,1.2300318588676085e-06,8.7319424452170225e-07,5.0664637979425109e-07,2.9798908002254265e-07,1.1789249493299181e-07,6.2399875211394118e-08,1.1206133299079823e-08
5.2000000000000002e-01,4.0558471325621903e-02,9.8683496020435246e-04,2.4585095095730480e-04,1.6029492125430034e-04,1.0966822607383353e-04,5.6389001578782683e-05,2.3733199264741600e-05,7.9018029608413087e-06,1.2958947974150981e-06,8.8086186111890896e-07,1.3003977710757120e-06,1.0559177813784792e-06,7.4097311508758423e-07,4.2587912929548111e-07,2.4812466425938595e-07,9.6886158984510473e-08,5.0962742026428032e-08,9.9449086188307945e-09
5.4000000000000004e-01,4.2145162045050311e-02,1.4853344726980522e-03,2.5837701678488312e-04,1.5413103864486688e-04,9.9870211590968871e-05,5.0447599598602011e-05,2.0880970846848257e-05,6.8219839650107694e-06,1.0619252415744462e-06,7.9388865770191330e-07,1.1280152116821540e-06,9.0313258294116849e-07,6.2645999127086682e-07,3.5665881814583855e-07,2.0582267001856280e-07,7.9309143363737178e-08,4.1453476651298615e-08,8.7515595326159712e-09
5.6000000000000005e-01,4.3736466427586496e-02,1.9994910414071754e-03,2.7717601978671791e-04,1.4822869950126272e-04,9.0536999010681907e-05,4.4959627720941864e-05,1.8297909661735279e-05,5.8641450837448872e-06,8.6269329158117358e-07,7.1194151307629738e-07,9.7483244732021745e-07,7.6958857808673287e-07,5.2766950076055252e-07,2.9756573122208252e-07,1.7007797076251663e-07,6.4661437815249911e-08,3.3580028924173888e-08,7.6409131799515251e-09
5.8000000000000007e-01,4.5332156057326989e-02,2.5280443877814252e-03,3.0234458322375701e-04,1.4270299093582794e-04,8.1680013326257406e-05,3.9913008423153595e-05,1.5968583198522346e-05,5.0183219831856363e-06,6.9420613652004803e-07,6.3527348470593381e-07,8.3923645938233093e-07,6.5330342186031842e-07,4.4276402649812141e-07,2.4730893460889192e-07,1.3999025683109068e-07,5.2503453862318139e-08,2.7087624976385172e-08,6.6214944083320404e-09
6.0000000000000009e-01,4.6931967940892494e-02,3.0698044130008650e-03,3.3393803450848525e-04,1.3766203783827091e-04,7.3302687873144645e-05,3.5292192836156033e-05,1.3876706266513494e-05,4.2747010480237435e-06,5.5273970850366894e-07,5.6401241238512867e-07,7.1965688691610907e-07,5.5241862839672251e-07,3.7006036229803030e-07,2.0472530470883044e-07,1.1475986333442378e-07,4.2451660464681851e-08,2.1755663270894843e-08,5.6969556294639290e-09
6.2000000000000011e-01,4.8535608761232085e-02,3.6236473763524013e-03,3.7197458318466436e-04,1.3320676900407946e-04,6.5401647830642951e-05,3.1079058611382937e-05,1.2005593167163653e-05,3.6237773775038562e-06,4.3486029427386441e-07,4.9818158692760406e-07,6.1458711642092823e-07,4.6521015839573465e-07,3.0803034017923281e-07,1.6877515324198455e-07,9.3681705060078002e-08,3.4173691210170887e-08,1.7394385098956633e-08,4.8672761931989328e-09
6.3999999999999990e-01,5.0142758839029300e-02,4.1885122648566697e-03,4.1643920633777087e-04,1.2943076760446592e-04,5.7967771915135025e-05,2.7253666350757211e-05,1.0338517372587841e-05,3.0564689248446797e-06,3.3743350524861881e-07,4.3771852159535385e-07,5.2259884975036641e-07,3.9009296243230906e-07,2.5529715969030420e-07,1.3853556651843846e-07,7.6138134685876935e-08,2.7383275758019465e-08,1.3841546908643920e-08,4.1297495978476206e-09
6.5999999999999992e-01,5.1753075814169658e-02,4.7633973488688808e-03,4.6728725414518779e-04,1.2642019664554915e-04,5.0987142343361658e-05,2.3794892385409216e-05,8.8589931478422201e-06,2.5641950452404139e-06,2.5762369804116503e-07,3.8249178624383262e-07,4.4235148027871318e-07,3.2562100404920358e-07,2.1062874877575410e-07,1.1319235737605737e-07,6.1591273470273933e-08,2.1835216412746661e-08,1.0959193108561749e-08,3.4797876247161241e-09
6.7999999999999994e-01,5.3366198059847214e-02,5.3473569178009162e-03,5.2444778870514019e-04,1.2425379062519504e-04,4.4441892457058874e-05,2.0680953781826439e-05,7.5509916672156230e-06,2.1389264743820746e-06,1.9288633829050994e-07,3.3231592078131200e-07,3.7259737778461144e-07,2.7048401129992072e-07,1.7292917958711129e-07,9.2031259169012003e-08,4.9575212657249068e-08,1.7320574086099327e-08,8.6306221613874357e-09,2.9115745925345493e-09
6.9999999999999996e-01,5.4981747841923001e-02,5.9394981896885857e-03,5.8782666955498053e-04,1.2300290517369694e-04,3.8310960793597193e-05,1.7889839763585158e-05,6.3991024660814411e-06,1.7732125890401740e-06,1.4095531758462343e-07,2.8696449083653874e-07,3.1218400536880964e-07,2.2350188605413379e-07,1.4122892194601278e-07,7.4428870511233924e-08,3.9688373643098629e-08,1.3662158515614919e-08,6.7575902096272955e-09,2.4185635716378329e-09
7.1999999999999997e-01,5.6599334236069665e-02,6.5389783880075436e-03,6.5730939932590049e-04,1.2273161704118296e-04,3.2570759763039803e-05,1.5399662158854799e-05,5.3886495778310284e-06,1.4601908572831057e-06,9.9826841737371552e-08,2.4618138577681137e-07,2.6005359865521882e-07,1.8361756820572950e-07,1.1467453714386622e-07,5.9843658861691296e-08,3.1586216919787802e-08,1.0710391074031378e-08,5.2577631692862781e-09,1.9938727890966845e-09
7.3999999999999999e-01,5.8218555815094220e-02,7.1450019789324193e-03,7.3276374289427126e-04,1.2349686738849508e-04,2.7195766514276354e-05,1.3188936044905564e-05,4.5057703874085142e-06,1.1935825562359170e-06,6.7741147302680105e-08,2.0969046882202136e-07,2.1524103244185966e-07,1.4988891999800913e-07,9.2518231520344330e-08,4.7807285075140982e-08,2.4974423695756087e-08,8.3395422234566752e-09,4.0624478225836924e-09,1.6305750083489556e-09
7.6000000000000001e-01,5.9839003118622169e-02,7.7568180621079841e-03,8.1404213321439878e-04,1.2534864188723516e-04,2.2159043027880632e-05,1.1236800505909361e-05,3.7374640752263488e-06,9.6767811358366984e-07,4.3163042695582021e-08,1.7720372813556651e-07,1.7687037068281342e-07,1.2148008271539723e-07,7.4107606773399226e-08,3.7916387807257479e-08,1.9602613088309795e-08,6.4443719804962996e-09,3.1145748202732193e-09,1.3219099703754011e-09
7.8000000000000003e-01,6.1460260917053589e-02,8.3737179079627078e-03,9.0098387669157454e-04,1.2833018168073584e-04,1.7432691953589430e-05,9.5231882203394846e-06,3.0716155104415499e-06,7.7731483255627509e-07,2.4762056127780596e-08,1.4842806145276555e-07,1.4415047383531387e-07,9.7652675057346983e-08,5.8875798458757345e-08,2.9824947678225300e-08,1.5258621643976511e-08,4.9371433608058624e-09,2.3669263216063996e-09,1.0614420453691764e-09
8.0000000000000004e-01,6.3081910281418352e-02,8.9950326346001641e-03,9.9341717062012558e-04,1.3247821981238195e-04,1.2988254200319016e-05,8.0289515787534960e-06,2.4969995695012237e-06,6.1784924010321873e-07,1.1392732479631462e-08,1.2307084418239356e-07,1.1637000268960307e-07,7.7757060512606557e-08,4.6332164604923065e-08,2.3237266388864697e-08,1.1763361618122303e-08,3.7449999767957820e-09,1.7805950602856058e-09,8.4314494275261609e-10
8.2000000000000006e-01,6.4703530470404391e-02,9.6201310174053867e-03,1.0911609447769588e-03,1.3782323820454856e-04,8.7970538376613838e-06,6.7359520823928598e-06,2.0032700702721229e-06,4.8512588590732264e-07,2.0755329122046362e-09,1.0084439944213486e-07,9.2892066205774171e-08,6.1223878355942674e-08,3.6053622698428711e-08,1.7901575555256954e-08,8.9662288149661151e-09,2.8076829194922936e-09,1.3236535201244237e-09,6.6146860211446779e-10
8.4000000000000008e-01,6.6324700645478019e-02,1.0248417424583267e-02,1.1940265388068472e-03,1.4438974077651823e-04,4.8304954190503402e-06,5.6271189235457264e-06,1.5809368592578643e-06,3.7544402459177562e-07,4.0213823937484960e-09,8.1469532231537301e-08,7.3148700929781540e-08,4.7555962501277804e-08,2.7676656855213366e-08,1.3604284032631142e-08,6.7410377835308566e-09,2.0755475671485613e-09,9.7000241172651158e-10,5.1136617162939046e-10
8.6000000000000010e-01,6.7945001424633944e-02,1.0879329872028831e-02,1.3018192265545903e-03,1.5219653872056149e-04,1.0603184361634987e-06,4.6864819153169535e-06,1.2213339967148684e-06,2.8552334419007508e-07,7.5992798165280817e-09,6.4678222777558858e-08,5.6635340195398953e-08,3.6320737639705669e-08,2.0890036922516231e-08,1.0164833863512968e-08,4.9824536163534106e-09,1.5078442938687431e-09,6.9840283556388272e-10,3.8829994775113619e-10
8.7999999999999989e-01,6.9564016284893782e-02,1.1512338191087046e-02,1.4143395979590578e-03,1.6125704439606814e-04,2.5411867676794486e-06,3.8991832362889056e-06,9.1658149842244185e-07,2.1246960330012499e-07,9.2447531296890872e-09,5.0215622493521295e-08,4.2905372588109003e-08,2.7143141900776158e-08,1.5428223809621500e-08,7.4311254927295067e-09,3.6028655614472882e-09,1.0712666864698406e-09,4.9163839666022113e-10,2.8822877418122061e-10
8.9999999999999991e-01,7.1181332823306409e-02,1.2146942302984853e-02,1.5313848086714321e-03,1.7157957069358076e-04,6.0009976647901198e-06,3.2514718990572788e-06,6.5954263828160720e-07,1.5374088857544876e-07,9.4443484144335343e-09,3.7841440536645621e-08,3.1564894475977212e-08,1.9699095910041819e-08,1.1065439009527722e-08,5.2754934865006931e-09,2.5296706951394299e-09,7.3870087824445818e-10,3.3581237790514251e-10,2.0758428309619603e-10
9.1999999999999993e-01,7.2796543885752185e-02,1.2782670593929901e-02,1.6527497069707131e-03,1.8316763308612316e-04,9.3452091591839093e-06,2.7306842959040623e-06,4.4377847441268159e-07,1.0711497466786568e-07,8.5978882902182363e-09,2.7330815832726785e-08,2.2267698573941175e-08,1.3709522517224570e-08,7.6103812141070648e-09,3.5911558171619617e-09,1.7029343490904125e-09,4.8816206632551484e-10,2.1975543607055670e-10,1.4324119668174262e-10
9.3999999999999995e-01,7.4409248572460784e-02,1.3419078385102812e-02,1.7782278470843682e-03,1.9602025194398465e-04,1.2598910825167842e-05,2.3252137022478081e-06,2.6350092785509815e-07,7.0658171869020236e-08,7.0305127275460677e-09,1.8474774488019818e-08,1.4710545559459831e-08,8.9349185827813926e-09,4.9015332903579178e-09,2.2891279982673041e-09,1.0733738342594279e-09,3.0190361322013359e-10,1.3454282132840945e-10,9.2489016445540528e-11
9.5999999999999996e-01,7.6019053128723590e-02,1.4055746491999921e-02,1.9076123974725023e-03,2.1013225296018234e-04,1.5786088717439917e-05,2.0244712223282946e-06,1.1352549456056238e-07,4.2695887048083137e-08,5.0034717480329505e-09,1.1080345196923247e-08,8.6287325062883724e-09,5.1704527326279504e-09,2.8029956133934775e-09,1.2955287953531069e-09,6.0061500217756247e-10,1.6567014426982496e-10,7.3064554406698790e-11,5.2986171006352834e-11
9.7999999999999998e-01,7.7625571728901055e-02,1.4692279867875913e-02,2.0406969521773455e-03,2.2549456389120426e-04,1.8929549013280145e-05,1.8188402904906198e-06,1.0775579206701025e-08,2.1785078962999194e-08,2.7237441191374501e-09,4.9703857696314913e-09,3.7919963835619797e-09,2.2415529432606718e-09,1.2008593008872026e-09,5.4926374559727265e-10,2.5173485518337202e-10,6.8059446967083659e-11,2.9694691150439212e-11,2.2724822024144942e-11
1.0000000000000000e+00,7.9228427161387116e-02,1.5328306326219732e-02,2.1772762528085021e-03,2.4209450601375693e-04,2.2050860932987248e-05,1.6996265129742838e-06,1.1351900552902805e-07,6.6886881588956726e-09,3.5255043329129876e-10,1.6807333302892857e-11,7.2408745666052710e-13,2.8865798640254070e-14,2.1094237467877974e-15,6.3282712403633923e-15,9.1038288019262836e-15,4.4408920985006262e-16,3.9968028886505635e-15,1.3322676295501878e-15
1.0200000000000000e+00,8.0827251421819013e-02,1.5963475337501087e-02,2.3171468282909835e-03,2.5991607897968283e-04,2.5170316666378589e-05,1.6590043581121705e-06,1.9835453046734841e-07,3.6479450571391681e-09,1.9871791989700682e-09,4.0280538904369223e-09,2.9175163396288895e-09,1.6797172541771488e-09,8.7870843934467757e-10,3.9351888414529412e-10,1.7622747705559050e-10,4.5684567240300566e-11,1.9473977985740021e-11,1.6638690425452296e-11
1.0400000000000000e+00,8.2421686221434309e-02,1.6597456895638851e-02,2.4601075590525712e-03,2.7894023795627110e-04,2.8306906199482285e-05,1.6899619648125253e-06,2.6850704692993332e-07,1.0118678228643319e-08,4.2042676007270074e-09,7.1959712633073991e-09,5.1111357368682775e-09,2.9032225512537480e-09,1.5007948217515832e-09,6.6500904782884618e-10,2.9430091696980298e-10,7.4636741231870474e-11,3.1431968139372657e-11,2.8395286122417929e-11
1.0600000000000001e+00,8.4011383417081031e-02,1.7229940449896342e-02,2.6059601718677605e-03,2.9914516213203068e-04,3.1478305169807541e-05,1.7862451078265451e-06,3.2681646511267815e-07,1.3476237681331327e-08,6.2336257267148198e-09,9.6397528848157776e-09,6.7073916421023227e-09,3.7592744472902950e-09,1.9203015844126980e-09,8.4184226256667216e-10,3.6813285753112268e-10,9.1266771917730694e-11,3.7947534003990313e-11,3.6289193872107717e-11
1.0800000000000001e+00,8.5596005369064310e-02,1.7860633898151401e-02,2.7545096711907302e-03,3.2050651386850149e-04,3.4700874034232498e-05,1.9423011989871952e-06,3.7577520195508640e-07,1.4350030164145267e-08,8.0313616868110671e-09,1.1465994598225393e-08,7.8149692273044025e-09,4.3220308443281397e-09,2.1815785844481184e-09,9.4614416301652682e-10,4.0877601303890287e-10,9.8987040786369107e-11,4.0611625173880839e-11,4.1156411612064403e-11
1.1000000000000001e+00,8.7175225232596576e-02,1.8489262637703008e-02,2.9055647123900075e-03,3.4299768789081142e-04,3.7989667003857086e-05,2.1532240085386789e-06,4.1756317892271966e-07,1.3262198783614565e-08,9.5705919855859634e-09,1.2769567847570329e-08,8.5263152094228190e-09,4.6531839492658378e-09,2.3208317490031050e-09,9.9569319456094263e-10,4.2495984509116624e-10,1.0042722209391286e-10,4.0627279318528053e-11,4.3688497264326998e-11
1.1200000000000001e+00,8.8748727188340593e-02,1.9115568670002969e-02,3.0589379219244650e-03,3.6659005010653001e-04,4.1358449340722636e-05,2.4146996762119954e-06,4.5408031101867863e-07,1.0642025594087556e-08,1.0837878150482538e-08,1.3634487205926860e-08,8.9197105257454723e-09,4.8038003575001653e-09,2.3674527893646768e-09,1.0046780074546291e-09,4.2352665818867763e-10,9.7584829106267534e-11,3.8896885712347284e-11,4.4450998437639555e-11
1.1400000000000001e+00,9.0316206617163775e-02,1.9739309755934187e-02,3.2144461691664405e-03,3.9125316572563573e-04,4.4819721784161715e-05,2.7229544546925055e-06,4.8697649313034219e-07,6.8387846496875682e-09,1.1830217028219181e-08,1.4134786230357577e-08,9.0611357306258355e-09,4.8159182197693440e-09,2.3451502961790993e-09,9.8434604911545875e-10,4.0979664106544078e-10,9.1963547887985442e-11,3.6084912835576688e-11,4.3900327817425477e-11
1.1600000000000001e+00,9.1877370223937715e-02,2.0360258618438265e-02,3.3719107942082882e-03,4.1695501649274824e-04,4.8384750966357082e-05,3.0747045307588650e-06,5.1767915643097240e-07,2.1331654220801965e-09,1.2552506145624420e-08,1.4335380993379943e-08,9.0059130153363753e-09,4.7239416822719704e-09,2.2729116366804192e-09,9.4353469481944785e-10,3.8786096556719940e-10,8.4678597467302552e-11,3.2677860417607008e-11,4.2406855804699717e-11
1.1800000000000002e+00,9.3431936114877434e-02,2.0978202189496198e-02,3.5311577956894658e-03,4.4366220691804958e-04,5.2063604801033669e-05,3.4671081641235446e-06,5.4741843691363812e-07,3.2526087379025626e-09,1.3015454825016093e-08,1.4292882655198014e-08,8.8001690379257980e-09,4.5558271599688283e-09,2.1658211890596135e-09,8.8912177620414923e-10,3.6083203092118765e-10,7.6545103588898655e-11,2.9018121239232642e-11,4.0257464029025414e-11
1.2000000000000002e+00,9.4979633832671162e-02,2.1592940898666924e-02,3.6920179823793919e-03,4.7134015949923391e-04,5.5865191954884708e-05,3.8977203289380924e-06,5.7725009694475915e-07,9.1458790540954737e-09,1.3233847351301620e-08,1.4056396269168658e-08,8.4821277779312254e-09,4.3341253919138012e-09,2.0357511232305114e-09,8.2639917131643870e-10,3.3104441410358731e-10,6.8140826314788683e-11,2.5345392451470161e-11,3.7689185106160039e-11
1.2200000000000002e+00,9.6520204353348626e-02,2.2204288000562733e-02,3.8543270919755290e-03,4.9995329898999685e-04,5.9797304599928935e-05,4.3644499868600306e-06,6.0807628665671132e-07,1.5415728804590856e-08,1.3225138206784948e-08,1.3668272957900740e-08,8.0832368576366775e-09,4.0768622922016107e-09,1.8919339428435933e-09,7.5938233479178052e-10,3.0021263253132702e-10,5.9869664781331267e-11,2.1815438344674476e-11,3.4875213827945117e-11
1.2400000000000002e+00,9.8053400048567885e-02,2.2812068938788843e-02,4.0179258802980344e-03,5.2946522583074973e-04,6.3866663707612403e-05,4.8655200286518152e-06,6.4066428095976846e-07,2.1966157337516279e-08,1.3008311539053352e-08,1.3164809464782934e-08,7.6291684081297717e-09,3.7982972322936348e-09,1.7414605313348375e-09,6.9106509403837890e-10,2.6957147625239486e-10,5.1996962291411819e-11,1.8529289214086475e-11,3.1953439894039093e-11
1.2599999999999998e+00,9.9578984616774391e-02,2.3416120744068403e-02,4.1826601838170774e-03,5.5983887892319117e-04,6.8078966282691944e-05,5.3994299310522464e-06,6.7566331973800686e-07,2.8730133494470067e-08,1.2602988208598731e-08,1.2576906738281934e-08,7.1406857093947451e-09,3.5095694128628452e-09,1.5896810534599126e-09,6.2362703889817794e-10,2.3998436571304183e-10,4.4688253098001951e-11,1.5541568032517716e-11,2.9027780179546880e-11
1.2799999999999998e+00,1.0109673298644417e-01,2.4016291464401318e-02,4.3483809582507416e-03,5.9103668797111375e-04,7.2438933948038020e-05,5.9649211023860005e-06,7.1361968523309116e-07,3.5664458830630963e-08,1.2028720131063153e-08,1.1930680554605999e-08,6.6343971427684778e-09,3.2192459809010643e-09,1.4405497905656262e-09,5.5861049119698691e-10,2.1202040123569077e-10,3.8032910154583988e-11,1.2879253219466591e-11,2.6171953493303590e-11
1.2999999999999998e+00,1.0260643119436874e-01,2.4612439625258165e-02,4.5149442957008734e-03,6.2302071564190875e-04,7.6950362412286921e-05,6.5609448788306324e-06,7.5499015095292776e-07,4.2745333939109287e-08,1.1304454483607174e-08,1.1248027398380600e-08,6.1234118886588362e-09,2.9337934304152213e-09,1.2968927043388589e-09,4.9705994875637316e-10,1.8603130147454294e-10,3.2074565226025697e-11,1.0542344774933099e-11,2.3436919072139517e-11
1.3199999999999998e+00,1.0410787624176465e-01,2.5204433717927022e-02,4.6822114226240386e-03,6.5575278983642793e-04,8.1616171355380907e-05,7.1866330897396580e-06,8.0015391334953279e-07,4.9964543724634325e-08,1.0448149789787919e-08,1.0547123951987203e-08,5.6179165763836636e-09,2.6579576317686815e-09,1.1606597905000626e-09,4.3962888884863105e-10,1.6220780274522895e-10,2.6806667996481792e-11,8.5220719370227016e-12,2.0860868588101766e-11
1.3399999999999999e+00,1.0560087593078460e-01,2.5792151714309819e-02,4.8500486807758758e-03,6.8919462640726348e-04,8.6438454403148235e-05,7.8412711391750989e-06,8.4942317168934522e-07,5.7326227986820300e-08,9.4764855962381489e-09,9.8429145944933794e-09,5.1256543454059056e-09,2.3951064465066452e-09,1.0330999389296380e-09,3.8668235280425733e-10,1.4061707354073860e-10,2.2206680938552381e-11,6.7970074013601334e-12,1.8463230944121278e-11
1.3599999999999999e+00,1.0708524868377989e-01,2.6375480606491974e-02,5.0183274930146737e-03,7.2330794263231191e-04,9.1418528819997569e-05,8.5242734657597907e-06,9.0305243594102080e-07,6.4844116520745843e-08,8.4046878345844789e-09,9.1475187424805426e-09,4.6523499497297394e-09,2.1474952927036384e-09,9.1492613485399943e-10,3.3836000667974986e-10,1.2123857473511634e-10,1.8232082510394321e-11,5.3423931944962533e-12,1.6256329615771392e-11
